"","X1","study","time","male","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"256",256,"Cart",2,1,1,1,2,2,2,1,2,1,2,2,3,1,1,2,1,1,1,1,2,3
"257",257,"Cart",2,0,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2
"258",258,"Cart",2,1,2,2,3,1,2,1,1,2,3,1,2,3,3,2,1,2,2,2,2,2
"259",259,"Cart",2,0,2,2,1,2,2,1,3,1,1,2,2,1,1,1,2,3,3,1,1,2
"260",260,"Cart",2,1,2,1,2,3,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1
"261",261,"Cart",2,0,3,3,3,1,3,1,1,1,1,1,3,1,1,1,4,1,1,1,1,2
"262",262,"Cart",2,1,4,4,1,1,1,1,1,3,1,4,4,1,1,1,4,4,1,1,3,4
"263",263,"CITY",1,0,4,4,1,1,4,1,1,4,1,3,4,1,2,2,2,3,1,1,2,3
"264",264,"CITY",1,1,4,3,1,1,4,1,1,1,1,2,2,1,1,1,4,3,1,1,1,3
"265",265,"CITY",1,0,4,4,2,1,3,1,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",266,"CITY",1,1,4,3,1,2,4,2,2,3,1,3,3,1,1,1,3,2,2,1,1,3
"267",267,"CITY",1,0,3,3,1,1,3,1,1,2,1,2,3,1,2,1,2,3,1,2,NA,3
"268",268,"CITY",1,1,4,4,1,2,4,2,2,3,1,4,4,1,2,1,4,4,1,1,3,4
"269",269,"CITY",1,0,1,1,2,1,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,"CITY",1,1,3,4,1,1,4,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,"CITY",1,0,2,2,3,1,2,3,1,2,2,2,4,1,2,4,2,2,1,2,1,1
"272",272,"CITY",1,1,4,3,1,1,3,1,1,2,1,4,3,1,1,1,3,2,1,1,2,3
"273",273,"CITY",1,0,3,2,1,1,2,1,2,2,1,2,2,1,1,1,3,2,1,1,2,2
"274",274,"CITY",1,1,3,4,1,1,4,1,1,3,1,3,4,1,1,2,4,4,1,1,4,4
"275",275,"CITY",1,0,4,3,2,1,3,1,1,3,2,4,3,2,2,2,3,3,1,1,3,4
"276",276,"CITY",1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,1,2
"277",277,"CITY",1,0,3,2,2,1,2,1,3,2,2,2,3,2,1,1,2,2,2,1,2,2
"278",278,"CITY",1,1,2,2,3,2,1,4,4,1,3,1,2,3,3,3,2,2,4,2,3,2
"279",279,"CITY",1,0,3,3,1,1,3,1,2,2,1,3,2,1,2,1,3,3,2,1,2,2
"280",280,"CITY",1,1,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,3,3
"281",281,"CITY",1,0,4,3,1,1,4,1,1,4,1,2,2,3,2,1,3,3,1,1,1,2
"282",282,"CITY",1,1,2,3,1,1,3,1,1,2,1,3,1,1,3,2,2,2,1,1,2,3
"283",283,"CITY",1,0,2,2,2,1,2,1,1,2,2,2,4,2,1,2,3,2,2,1,3,4
"284",284,"CITY",1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2
"285",285,"CITY",1,0,4,4,2,1,4,1,1,2,1,2,4,1,2,1,4,4,1,1,2,3
"286",286,"CITY",1,1,3,3,1,2,3,1,1,2,2,3,3,2,2,2,3,2,1,2,3,3
"287",287,"CITY",1,0,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1
"288",288,"CITY",1,1,3,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,2,1,2,3
"289",289,"CITY",1,0,1,1,3,1,1,2,1,2,2,2,1,3,2,1,1,1,2,2,1,1
"290",290,"CITY",1,1,4,4,1,1,4,1,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",291,"CITY",1,0,2,3,2,1,2,1,1,2,3,2,3,1,3,3,2,3,1,3,3,2
"292",292,"CITY",1,1,3,2,1,1,3,1,2,3,2,3,2,1,2,1,3,3,1,2,2,3
"293",293,"CITY",1,0,2,3,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2
"294",294,"CITY",1,1,2,1,3,3,1,3,1,2,3,1,1,3,2,1,3,1,2,1,1,1
"295",295,"CITY",1,0,3,3,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"296",296,"CITY",1,1,4,4,1,1,4,1,2,3,3,4,4,1,2,3,2,4,1,4,4,4
"297",297,"CITY",1,0,4,3,1,1,3,1,1,2,2,3,3,1,1,1,4,4,1,1,2,2
"298",298,"CITY",1,1,3,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1
"299",299,"CITY",1,0,4,4,2,2,4,2,3,3,1,2,4,1,1,2,4,3,2,2,3,3
"300",300,"CITY",1,1,3,3,2,1,3,1,2,1,2,3,2,2,1,2,3,3,2,1,1,3
"301",301,"CITY",1,0,4,4,2,1,3,1,3,1,2,3,2,2,2,1,3,4,3,1,2,3
"302",302,"CITY",1,1,3,3,2,1,3,1,1,2,2,3,2,2,2,2,3,3,1,2,2,3
"303",303,"CITY",1,0,2,2,2,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA
"304",304,"CITY",1,1,3,4,1,1,4,1,1,2,3,3,4,1,1,1,3,3,1,3,3,3
"305",305,"CITY",1,0,4,3,1,1,4,1,1,3,1,4,3,1,1,1,4,4,1,2,3,4
"306",306,"CITY",1,1,2,3,1,1,2,1,1,2,2,3,3,1,1,2,2,3,1,1,3,3
"307",307,"CITY",1,0,4,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,1,1,2,3
"308",308,"CITY",1,1,2,3,2,1,2,1,2,2,3,3,3,3,3,2,2,3,1,2,3,3
"309",309,"CITY",1,0,3,4,1,1,3,1,1,3,3,3,4,1,1,1,3,3,1,2,3,3
"310",310,"CITY",1,1,1,3,2,1,1,1,1,2,2,2,3,2,1,2,2,3,1,1,2,3
"311",311,"CITY",1,0,2,3,3,1,2,2,2,2,2,3,2,4,4,4,1,2,2,3,2,3
"312",312,"CITY",1,1,2,3,2,1,2,1,1,2,1,3,3,1,2,3,2,2,1,2,2,2
"313",313,"CITY",1,0,2,2,1,1,3,1,1,2,1,3,3,1,1,3,3,3,1,1,3,3
"314",314,"CITY",1,1,3,4,1,1,4,1,1,4,4,4,4,1,1,1,4,4,1,1,4,4
"315",315,"CITY",1,0,3,4,1,1,3,1,1,3,3,3,4,2,2,2,2,3,1,2,2,3
"316",316,"CITY",1,1,3,2,2,2,3,2,3,3,2,2,2,2,3,3,2,2,2,3,3,3
"317",317,"CITY",1,0,3,3,2,1,3,1,1,3,2,3,4,1,1,1,3,2,1,1,2,3
"318",318,"CITY",1,1,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1
"319",319,"CITY",1,0,4,4,2,1,4,1,1,2,2,3,4,1,1,1,3,4,1,1,4,4
"320",320,"CITY",1,1,3,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,3,1,2,2
"321",321,"CITY",1,0,3,3,2,1,3,1,1,1,2,2,4,2,1,1,3,4,1,1,3,4
"322",322,"CITY",1,1,4,3,1,2,3,1,4,4,3,4,2,1,1,1,3,3,3,1,4,4
"323",323,"CITY",1,0,3,3,1,1,4,1,3,2,1,3,3,1,1,1,4,3,2,1,1,3
"324",324,"CITY",1,1,3,4,2,1,3,1,2,3,2,3,4,1,2,2,2,3,2,1,3,4
"325",325,"CITY",1,0,1,1,4,2,1,3,3,1,2,1,2,1,2,1,1,1,4,2,2,1
"326",326,"CITY",1,1,4,3,1,2,2,1,1,3,2,2,3,1,1,1,3,3,2,1,3,3
"327",327,"CITY",1,0,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,1,2
"328",328,"CITY",1,1,3,3,2,1,3,2,2,1,2,2,3,2,1,1,2,2,2,1,2,2
"329",329,"CITY",1,0,3,3,2,1,3,1,1,1,2,3,3,1,1,2,3,4,2,1,4,4
"330",330,"CITY",1,1,2,3,3,1,3,1,3,2,2,2,3,2,2,1,2,2,3,1,2,1
"331",331,"CITY",1,0,4,4,1,1,4,1,1,4,1,4,4,1,1,2,4,4,1,1,2,4
"332",332,"CITY",1,1,2,2,2,1,2,1,3,2,3,3,3,2,2,2,2,3,1,1,3,3
"333",333,"CITY",1,0,3,2,1,2,3,2,4,2,2,2,2,2,1,1,3,2,2,1,1,2
"334",334,"CITY",1,1,3,3,2,1,4,1,1,1,2,2,3,1,2,1,2,3,1,1,2,4
"335",335,"CITY",1,0,4,4,2,1,4,1,1,2,1,4,3,1,1,1,4,4,1,1,1,3
"336",336,"CITY",1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"337",337,"CITY",1,0,2,2,3,1,2,2,3,1,2,1,2,3,2,2,1,2,3,2,2,2
"338",338,"CITY",1,1,3,3,2,1,3,1,2,3,2,3,3,2,1,2,2,3,1,2,3,3
"339",339,"CITY",1,0,2,2,2,1,2,2,1,3,2,2,2,2,2,1,3,3,2,1,2,3
"340",340,"CITY",1,1,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,3,1,2,2
"341",341,"CITY",1,0,3,3,2,2,3,2,3,3,2,3,3,2,2,1,3,3,2,2,3,3
"342",342,"CITY",1,1,2,3,3,1,2,2,1,1,2,2,4,1,4,2,2,4,1,2,1,2
"343",343,"CITY",1,0,4,4,1,1,4,1,2,2,1,3,4,1,1,1,4,4,1,1,3,3
"344",344,"CITY",1,1,2,3,2,1,2,2,2,2,2,2,3,1,1,1,2,2,2,1,1,2
"345",345,"CITY",1,0,3,3,1,1,3,2,1,3,2,3,3,2,2,1,3,3,2,1,2,2
"346",346,"CITY",1,1,3,3,1,1,3,1,2,3,2,3,3,1,2,1,4,3,1,2,2,3
"347",347,"CITY",1,0,2,2,1,1,3,1,1,2,1,3,2,1,1,1,2,3,1,1,1,2
"348",348,"CITY",1,1,3,3,2,1,3,1,2,2,1,2,2,1,1,1,3,3,2,1,1,2
"349",349,"CITY",1,0,2,3,2,1,2,1,1,2,3,2,1,2,2,2,2,3,1,1,1,2
"350",350,"CITY",1,1,2,3,2,2,3,2,3,2,3,1,2,1,3,2,2,2,2,2,2,2
"351",351,"CITY",1,0,4,4,1,1,4,1,1,3,1,3,3,1,1,1,4,4,1,1,2,3
"352",352,"CITY",1,1,2,2,3,1,2,1,2,3,3,2,3,2,2,2,1,2,2,3,2,2
"353",353,"CITY",1,0,2,3,1,1,2,1,1,1,1,2,4,1,1,1,3,3,1,1,1,2
"354",354,"CITY",1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"355",355,"CITY",1,0,1,1,3,1,1,2,3,2,2,1,1,2,1,2,1,2,3,1,1,2
"356",356,"CITY",1,1,3,4,2,1,2,1,1,4,3,2,4,1,2,3,2,3,1,2,4,3
"357",357,"CITY",1,0,3,3,2,1,3,1,2,1,1,2,3,1,2,1,3,3,2,1,2,2
"358",358,"CITY",1,1,4,3,3,1,4,3,3,1,3,2,1,1,2,1,3,4,3,1,1,2
"359",359,"CITY",1,0,2,1,4,1,2,4,3,1,3,2,2,3,2,2,2,1,4,3,1,1
"360",360,"CITY",1,1,3,2,1,1,2,2,4,1,3,2,3,1,1,1,2,1,1,1,2,1
"361",361,"CITY",1,0,3,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2
"362",362,"CITY",1,1,3,3,2,1,3,1,1,2,1,2,3,2,1,1,2,3,1,1,1,2
"363",363,"CITY",1,0,3,3,1,1,3,1,2,3,1,4,3,1,1,1,3,4,2,2,3,3
"364",364,"CITY",1,1,4,4,1,1,4,1,1,3,2,2,3,1,1,1,4,4,1,1,3,4
"365",365,"CITY",1,0,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,3,1,1,2,3
"366",366,"CITY",1,1,3,3,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,2,3
"367",367,"CITY",1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"368",368,"CITY",1,1,3,2,3,1,3,2,2,4,3,3,3,2,3,2,3,3,2,1,2,3
"369",369,"CITY",1,0,4,3,1,1,3,1,1,2,2,2,2,1,1,1,3,3,1,1,1,3
"370",370,"CITY",1,1,3,3,1,1,3,1,1,3,1,3,2,1,2,1,3,3,1,1,2,3
"371",371,"CITY",1,0,4,4,1,1,3,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1
"372",372,"CITY",1,1,3,2,2,2,3,1,4,2,3,2,2,2,1,1,2,3,2,1,1,2
"373",373,"CITY",1,0,3,4,1,1,3,1,1,2,1,3,4,1,1,1,3,4,1,1,3,3
"374",374,"CITY",1,1,2,2,1,1,3,1,1,2,2,3,3,1,2,2,2,3,1,1,1,2
"375",375,"CITY",1,0,2,2,3,1,1,1,1,3,2,3,3,3,3,3,1,1,2,1,1,2
"376",376,"CITY",1,1,2,4,3,1,3,1,1,3,2,3,4,2,1,2,3,3,2,1,3,4
"377",377,"CITY",1,0,2,3,2,1,2,1,1,3,1,3,4,1,2,1,3,3,1,2,2,2
"378",378,"CITY",1,1,4,4,2,1,3,1,1,3,1,3,3,2,1,1,4,4,1,1,1,3
"379",379,"CITY",1,0,2,2,3,3,1,4,4,1,3,1,1,3,1,1,3,1,2,1,1,1
"380",380,"CITY",1,1,2,2,3,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2
"381",381,"CITY",1,0,4,4,1,1,4,1,1,3,1,4,3,1,1,1,4,3,1,1,2,4
"382",382,"CITY",1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1
"383",383,"CITY",1,0,2,2,2,1,2,1,2,3,3,2,3,3,2,2,2,3,2,1,2,2
"384",384,"CITY",1,1,2,4,2,1,2,2,3,2,3,2,3,2,2,1,2,2,1,1,1,2
"385",385,"CITY",1,0,3,3,2,1,3,2,2,3,2,3,3,1,2,2,3,3,2,1,1,3
"386",386,"CITY",1,1,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,3,3
"387",387,"CITY",1,0,2,2,1,1,3,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1
"388",388,"CITY",1,1,3,3,1,1,3,1,2,2,1,2,3,1,1,1,2,2,2,1,1,2
"389",389,"CITY",1,0,3,3,2,1,3,1,1,2,2,3,4,1,2,2,2,3,1,1,3,3
"390",390,"CITY",1,1,2,3,1,2,2,1,1,1,2,2,3,1,1,1,2,2,1,1,1,2
"391",391,"CITY",1,0,2,1,2,3,1,2,3,1,3,1,1,2,2,1,2,1,4,3,1,2
"392",392,"CITY",1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"393",393,"CITY",1,0,2,3,2,1,2,1,1,2,1,2,3,1,2,2,2,3,1,1,2,2
"394",394,"CITY",1,1,4,3,1,1,3,1,1,2,3,3,3,1,1,1,4,2,1,1,2,3
"395",395,"CITY",1,0,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,3,1,1,1,2
"396",396,"CITY",1,1,4,3,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,1,3
"397",397,"CITY",1,0,2,3,2,1,2,1,1,2,1,2,3,2,3,4,2,2,2,2,3,2
"398",398,"CITY",1,1,2,4,2,2,4,2,2,4,2,2,4,1,2,1,2,3,2,2,3,3
"399",399,"CITY",1,0,2,2,3,1,2,1,3,1,2,2,1,2,2,3,2,1,2,2,1,1
"400",400,"CITY",1,1,4,4,1,1,4,1,1,2,1,3,4,1,1,1,3,3,1,1,1,3
"401",401,"CITY",1,0,2,3,4,NA,1,1,1,2,4,2,4,3,4,4,2,2,1,4,4,3
"402",402,"CITY",1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2
"403",403,"CITY",1,0,4,2,1,1,4,1,1,2,1,4,2,1,1,1,4,3,1,1,1,1
"404",404,"CITY",1,1,3,2,2,2,3,1,3,3,2,4,1,1,2,1,3,2,2,1,1,2
"405",405,"CITY",1,0,4,3,1,1,2,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1
"406",406,"CITY",1,1,2,3,2,1,2,1,1,2,1,3,3,1,2,1,2,2,1,1,2,2
"407",407,"CITY",1,0,2,2,3,2,3,1,1,2,2,3,4,2,3,2,2,3,1,1,3,3
"408",408,"CITY",1,1,2,3,2,1,2,1,1,2,2,3,4,1,4,3,2,2,1,3,3,3
"409",409,"CITY",1,0,3,3,1,1,3,1,1,2,2,2,3,1,2,2,2,3,1,2,1,2
"410",410,"CITY",1,1,4,4,1,1,4,1,1,4,1,3,4,1,1,1,4,2,1,1,1,3
"411",411,"CITY",1,0,3,3,1,1,3,2,1,1,1,4,2,1,1,1,3,3,1,1,2,4
"412",412,"CITY",1,1,3,3,1,1,2,1,2,2,1,2,2,1,1,1,3,3,2,1,1,3
"413",413,"CITY",1,0,4,3,1,1,4,1,2,4,1,3,2,1,1,1,4,3,2,1,3,2
"414",414,"CITY",1,1,2,4,2,1,2,1,2,2,3,3,4,1,1,3,2,4,1,2,3,3
"415",415,"CITY",1,0,3,3,1,1,3,1,1,2,1,2,3,1,1,1,4,3,1,1,1,3
"416",416,"CITY",1,1,2,2,2,1,2,1,1,2,2,2,3,1,3,2,2,3,1,1,3,3
"417",417,"CITY",1,0,3,3,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1
"418",418,"CITY",1,1,3,4,1,1,4,1,1,4,1,4,4,1,2,1,3,4,1,1,4,4
"419",419,"CITY",1,0,2,3,1,1,3,1,1,2,1,3,4,1,2,4,2,2,1,1,4,4
"420",420,"EMIT",1,1,3,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2
"421",421,"EMIT",1,0,3,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
"422",422,"EMIT",1,1,4,3,1,1,4,1,1,2,2,3,3,1,1,1,4,3,1,1,2,3
"423",423,"EMIT",1,0,2,3,1,1,2,1,1,2,1,2,3,1,2,1,3,2,1,1,1,2
"424",424,"EMIT",1,1,2,3,2,1,2,2,3,2,3,3,3,2,2,2,2,3,2,1,2,2
"425",425,"EMIT",1,0,1,3,4,1,1,1,1,1,4,1,3,2,4,4,1,2,1,3,2,2
"426",426,"EMIT",1,1,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,3,3
"427",427,"EMIT",1,0,3,3,1,1,3,1,1,2,1,2,2,1,2,1,3,2,1,1,2,2
"428",428,"EMIT",1,1,3,3,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,3
"429",429,"EMIT",1,0,4,3,1,1,4,1,1,2,1,3,2,1,1,1,3,3,1,1,2,3
"430",430,"EMIT",1,1,4,3,1,1,3,1,1,2,1,2,4,1,1,1,3,3,1,1,2,2
"431",431,"EMIT",1,0,2,3,1,1,3,1,1,3,2,3,4,1,1,1,3,3,1,1,2,3
"432",432,"EMIT",1,1,2,2,1,1,3,1,1,2,1,2,2,1,1,1,3,3,1,1,2,3
"433",433,"EMIT",1,0,3,3,2,3,2,2,3,4,2,2,2,2,2,2,3,2,3,2,2,2
"434",434,"EMIT",1,1,2,3,2,1,2,2,3,1,2,3,3,1,1,1,2,3,2,2,2,3
"435",435,"EMIT",1,0,2,2,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2
"436",436,"EMIT",1,1,2,4,1,1,2,1,1,1,1,3,3,1,1,1,2,3,1,1,2,2
"437",437,"EMIT",1,0,4,4,1,1,4,1,1,4,4,4,4,1,1,3,3,2,1,1,3,4
"438",438,"EMIT",1,1,2,4,1,1,3,1,2,2,2,4,4,1,1,1,3,NA,NA,NA,NA,NA
"439",439,"EMIT",1,0,4,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,1,2
"440",440,"EMIT",1,1,4,4,1,1,4,2,1,1,1,3,3,1,3,1,3,3,1,1,1,4
"441",441,"EMIT",1,0,2,2,1,1,2,2,2,2,1,3,2,1,1,1,2,2,2,1,1,3
"442",442,"EMIT",1,1,2,4,2,1,2,1,1,3,3,3,4,2,1,2,3,1,2,1,2,3
"443",443,"EMIT",1,0,4,3,1,1,2,1,3,1,1,2,2,1,1,1,3,2,1,1,1,2
"444",444,"EMIT",1,1,2,3,3,2,2,1,2,2,3,3,4,2,2,2,1,2,2,2,2,2
"445",445,"EMIT",1,0,2,2,2,1,2,1,1,2,2,2,2,2,3,2,2,2,1,2,1,2
"446",446,"EMIT",1,1,4,3,1,2,3,2,2,3,2,3,3,2,1,1,3,2,2,1,3,3
"447",447,"EMIT",1,0,2,2,3,1,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,"EMIT",1,1,2,3,1,1,3,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2
"449",449,"EMIT",1,0,2,2,2,1,2,1,1,3,3,2,3,2,4,2,2,2,2,NA,2,2
"450",450,"EMIT",1,1,2,3,3,1,2,1,1,2,3,2,4,3,3,4,1,4,1,3,3,2
"451",451,"EMIT",1,0,4,3,1,1,4,1,2,2,3,3,3,1,1,1,4,3,2,1,2,3
"452",452,"EMIT",1,1,4,2,2,1,2,2,3,3,3,2,2,2,1,1,3,2,2,1,NA,NA
"453",453,"EMIT",1,0,4,4,2,1,4,1,2,3,1,3,3,1,2,1,3,3,1,1,2,3
"454",454,"EMIT",1,1,3,3,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,3
"455",455,"EMIT",1,0,3,2,2,2,3,1,3,2,2,3,2,1,1,1,3,3,2,1,2,3
"456",456,"EMIT",1,1,4,4,1,1,4,1,1,3,1,4,3,1,1,4,4,1,1,1,2,4
"457",457,"EMIT",1,0,4,4,1,1,4,1,1,2,1,4,3,1,1,1,3,3,1,1,1,3
"458",458,"EMIT",1,1,3,2,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"459",459,"EMIT",1,0,3,3,2,1,3,1,1,2,3,3,4,1,2,3,3,3,1,1,2,3
"460",460,"EMIT",1,1,4,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,2,1,2,3
"461",461,"EMIT",1,0,2,2,1,1,3,2,3,2,2,2,1,1,1,1,3,2,2,2,2,2
"462",462,"EMIT",1,1,3,3,2,1,3,1,4,2,2,3,2,1,1,2,2,3,4,1,1,3
"463",463,"EMIT",1,0,4,4,1,1,4,1,1,4,2,1,3,1,1,1,4,4,1,1,2,1
"464",464,"EMIT",1,1,2,2,3,1,2,1,1,3,4,2,3,3,4,4,1,2,1,3,2,2
"465",465,"EMIT",1,0,4,4,1,1,4,1,1,2,1,3,4,1,1,1,4,4,1,1,3,4
"466",466,"EMIT",1,1,2,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,1,1,1,2
"467",467,"EMIT",1,0,4,3,1,1,4,1,1,4,1,2,4,1,3,2,3,3,1,2,3,3
"468",468,"EMIT",1,1,2,4,1,1,3,1,1,2,2,2,2,1,3,2,2,3,1,1,2,2
"469",469,"EMIT",1,0,4,3,1,1,3,1,2,2,2,3,3,2,2,1,3,2,1,1,2,3
"470",470,"EMIT",1,1,3,3,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"471",471,"EMIT",1,0,1,4,3,1,1,1,1,2,3,3,4,4,4,4,1,2,1,4,2,2
"472",472,"EMIT",1,1,3,3,1,1,3,1,1,1,1,3,3,1,1,1,3,3,1,1,2,3
"473",473,"EMIT",1,0,3,3,2,1,3,1,1,2,2,2,2,2,2,2,3,3,2,2,2,3
"474",474,"EMIT",1,1,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,3,3
"475",475,"EMIT",1,0,2,3,2,1,2,1,1,1,2,2,3,2,2,1,4,3,1,2,2,2
"476",476,"EMIT",1,1,2,3,2,1,3,1,1,3,2,3,3,1,2,1,2,3,1,2,3,4
"477",477,"EMIT",1,0,4,3,1,1,2,1,1,2,1,2,2,1,1,1,4,3,1,1,1,1
"478",478,"EMIT",1,1,2,1,3,2,2,2,3,1,2,2,2,2,1,1,2,1,3,1,2,2
"479",479,"EMIT",1,0,2,2,3,2,3,1,4,2,3,3,3,3,3,3,2,3,3,3,1,3
"480",480,"EMIT",1,1,4,4,1,1,4,1,1,4,1,4,3,1,1,1,3,4,1,1,3,4
"481",481,"EMIT",1,0,4,4,1,1,4,1,1,1,1,3,4,1,1,1,4,3,1,1,2,3
"482",482,"EMIT",1,1,3,4,1,1,3,1,1,2,1,3,4,1,1,1,3,4,1,1,3,3
"483",483,"EMIT",1,0,2,2,3,1,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,3
"484",484,"EMIT",1,1,3,3,2,1,3,1,2,1,2,2,3,1,1,1,2,2,2,1,1,1
"485",485,"EMIT",1,0,2,3,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,1,3,3
"486",486,"EMIT",1,1,3,3,2,1,2,1,1,1,2,3,2,2,1,1,3,3,1,1,2,2
"487",487,"EMIT",1,0,3,3,2,1,3,2,1,2,2,3,3,2,2,1,3,3,2,2,2,3
"488",488,"EMIT",1,1,2,3,3,1,2,2,1,2,3,2,3,3,3,3,1,2,2,3,2,3
"489",489,"EMIT",1,0,3,3,2,2,3,2,4,3,3,2,3,2,2,2,2,3,3,2,3,3
"490",490,"EMIT",1,1,3,3,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2
"491",491,"Fast",1,0,3,4,1,1,1,3,1,2,1,2,4,1,1,2,3,1,1,1,1,2
"492",492,"Fast",1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,4,4,1,1,2,3
"493",493,"Fast",1,0,3,2,2,3,3,2,1,2,2,3,2,2,1,1,2,2,1,1,1,2
"494",494,"Fast",1,1,3,3,1,1,3,1,2,2,2,3,2,2,1,1,3,3,3,1,2,2
"495",495,"Fast",1,0,4,4,1,1,4,1,1,3,1,4,4,1,1,1,3,4,1,1,3,3
"496",496,"Fast",1,1,4,3,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,3,3
"497",497,"Fast",1,0,3,2,1,3,3,2,4,2,2,3,2,2,1,1,3,2,3,1,2,3
"498",498,"Fast",1,1,3,4,1,1,3,1,1,2,2,3,4,1,2,1,3,3,1,1,3,3
"499",499,"Fast",1,0,4,4,1,1,4,1,1,2,1,2,2,1,1,1,4,3,1,1,1,2
"500",500,"Fast",1,1,3,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
"501",501,"Fast",1,0,3,2,1,1,3,1,1,2,1,2,2,1,1,1,4,2,1,1,2,2
"502",502,"Fast",1,1,4,3,1,1,3,1,1,2,3,3,3,1,1,1,3,4,1,1,4,3
"503",503,"Fast",1,0,4,3,1,3,3,2,1,3,2,3,3,1,2,1,3,2,1,1,2,2
"504",504,"Fast",1,1,4,2,1,1,3,1,1,1,1,2,2,1,2,1,3,1,1,1,1,3
"505",505,"Fast",1,0,2,2,1,2,2,1,1,2,1,2,2,1,3,1,3,2,1,1,1,3
"506",506,"Fast",1,1,3,2,1,1,2,1,1,2,1,2,2,1,1,1,3,2,1,1,2,3
"507",507,"Fast",1,0,3,3,1,1,3,1,1,2,2,3,4,2,1,1,3,3,1,1,2,2
"508",508,"Fast",1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1
"509",509,"Fast",1,0,3,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1
"510",510,"Fast",1,1,2,1,3,2,2,1,2,2,2,2,1,3,2,2,1,2,3,2,1,2
